t,x,y,z
0.0625,-0.741303,-0.51072,-0.53187
0.0625,-0.715323,-0.486073,-0.550375
0.0625,-0.615759,-0.455147,-0.597691
0.0625,-0.57301,-0.457447,-0.611967
0.0625,-0.615743,-0.517747,-0.52913
0.0625,-0.676002,-0.533052,-0.53318
0.125,-0.71718,-0.51872,-0.559365
0.125,-0.717907,-0.474954,-0.554357
0.125,-0.687661,-0.471253,-0.644872
0.125,-0.599326,-0.438151,-0.597359
0.125,-0.595564,-0.505123,-0.591526
0.125,-0.611459,-0.543017,-0.553645
0.1875,-0.630781,-0.51996,-0.545588
0.1875,-0.672004,-0.50416,-0.602853
0.1875,-0.689864,-0.476083,-0.631968
0.1875,-0.638075,-0.441468,-0.606958
0.1875,-0.616863,-0.477151,-0.657914
0.1875,-0.591571,-0.525189,-0.561667
0.1875,-0.582748,-0.52959,-0.556762
0.25,-0.612376,-0.528201,-0.62905
0.25,-0.632418,-0.479255,-0.602933
0.25,-0.648605,-0.4674,-0.660375
0.25,-0.627999,-0.4559,-0.647245
0.25,-0.609922,-0.503167,-0.614513
0.25,-0.577764,-0.525175,-0.612589
0.3125,-0.564445,-0.523638,-0.615957
0.3125,-0.577647,-0.501897,-0.609122
0.3125,-0.618605,-0.487792,-0.662356
0.3125,-0.621278,-0.465331,-0.65198
0.3125,-0.616509,-0.479965,-0.674025
0.3125,-0.579738,-0.503626,-0.618053
0.375,-0.553522,-0.517676,-0.6448
0.375,-0.544228,-0.520267,-0.632382
0.375,-0.566468,-0.498794,-0.656186
0.375,-0.591942,-0.488209,-0.6759
0.375,-0.592385,-0.462959,-0.645611
0.375,-0.592754,-0.498662,-0.682089
0.4375,-0.556207,-0.505048,-0.665484
0.4375,-0.527927,-0.51393,-0.653075
0.4375,-0.525543,-0.508007,-0.66491
0.4375,-0.543218,-0.501412,-0.668556
0.4375,-0.559416,-0.478182,-0.672855
0.4375,-0.578093,-0.49395,-0.729566
0.5,-0.547436,-0.485888,-0.64229
0.5,-0.534582,-0.507176,-0.685346
0.5,-0.519728,-0.520124,-0.683444
0.5,-0.514309,-0.502621,-0.670028
0.5,-0.516706,-0.489762,-0.70398
0.5,-0.530936,-0.479889,-0.700549
0.5,-0.539707,-0.498177,-0.694209
0.5625,-0.532045,-0.498982,-0.712341
0.5625,-0.514849,-0.510497,-0.691824
0.5625,-0.497247,-0.500785,-0.679391
0.5625,-0.495028,-0.50234,-0.718116
0.5625,-0.494321,-0.481377,-0.700798
0.5625,-0.506991,-0.49261,-0.726833
0.625,-0.506998,-0.491325,-0.708569
0.625,-0.509677,-0.503704,-0.722556
0.625,-0.491909,-0.504629,-0.693028
0.625,-0.490018,-0.503279,-0.741265
0.625,-0.476204,-0.492199,-0.719801
0.625,-0.474766,-0.480147,-0.706633
0.6875,-0.486034,-0.492898,-0.746393
0.6875,-0.489591,-0.490546,-0.716469
0.6875,-0.487907,-0.502671,-0.735694
0.6875,-0.479017,-0.499783,-0.754359
0.6875,-0.456472,-0.490576,-0.707542
0.6875,-0.456437,-0.479593,-0.753602
0.75,-0.46065,-0.491922,-0.746767
0.75,-0.461869,-0.477502,-0.712798
0.75,-0.472597,-0.490562,-0.765468
0.75,-0.475149,-0.500742,-0.759649
0.75,-0.459865,-0.499206,-0.728421
0.75,-0.437534,-0.47538,-0.754012
0.8125,-0.42904,-0.468259,-0.750123
0.8125,-0.436106,-0.478219,-0.766662
0.8125,-0.449051,-0.493384,-0.778316
0.8125,-0.451372,-0.499702,-0.709757
0.8125,-0.465355,-0.508848,-0.807334
0.8125,-0.434295,-0.472433,-0.718253
0.8125,-0.421453,-0.443463,-0.798433
0.875,-0.411636,-0.472436,-0.786667
0.875,-0.410402,-0.479429,-0.741328
0.875,-0.421391,-0.50238,-0.795123
0.875,-0.430584,-0.493291,-0.745361
0.875,-0.437489,-0.489071,-0.788013
0.875,-0.418765,-0.446977,-0.789239
0.9375,-0.397637,-0.451864,-0.778168
0.9375,-0.393485,-0.475486,-0.786868
0.9375,-0.394483,-0.491077,-0.763095
0.9375,-0.407325,-0.504265,-0.780372
0.9375,-0.415182,-0.486147,-0.803003
0.9375,-0.399178,-0.449003,-0.770406
1,-0.394617,-0.437869,-0.815924
1,-0.388381,-0.477589,-0.790643
1,-0.383443,-0.486409,-0.763023
1,-0.387236,-0.50081,-0.808255
1,-0.390446,-0.479518,-0.767316
1,-0.388663,-0.457799,-0.811298
1.0625,-0.384221,-0.437997,-0.820014
1.0625,-0.380448,-0.466256,-0.808601
1.0625,-0.368388,-0.47651,-0.780572
1.0625,-0.368124,-0.485918,-0.812188
1.0625,-0.371154,-0.479914,-0.767382
1.0625,-0.382146,-0.461803,-0.827829
1.125,-0.37628,-0.443837,-0.830825
1.125,-0.372572,-0.445309,-0.80106
1.125,-0.366168,-0.475908,-0.815662
1.125,-0.357325,-0.479606,-0.818205
1.125,-0.342744,-0.467327,-0.797285
1.125,-0.344859,-0.437622,-0.824557
1.125,-0.357383,-0.449866,-0.82651
1.1875,-0.366107,-0.45583,-0.81106
1.1875,-0.363364,-0.471339,-0.848544
1.1875,-0.348595,-0.46993,-0.791798
1.1875,-0.320024,-0.426909,-0.755898
1.1875,-0.339061,-0.480379,-1.05907
1.1875,-0.308918,-0.458048,-0.770379
1.25,-0.302904,-0.450489,-0.472938
1.25,-0.382974,-0.476768,-1.29416
1.25,-0.317675,-0.453733,-0.832418
1.25,-0.315857,-0.34778,-0.39607
1.25,-0.296794,-0.508415,-1.2617
1.25,-0.311108,-0.361735,-0.542406
1.3125,-0.307348,-0.452071,-1.02319
1.3125,-0.387613,-0.390581,-0.754275
1.3125,-0.318031,-0.605256,-0.878372
1.3125,-0.393139,-0.228286,-0.996175
1.3125,-0.229904,-0.548348,-0.801085
1.3125,-0.295571,-0.355514,-0.552733
1.375,-0.22922,-0.386005,-1.16532
1.375,-0.309524,-0.277239,-0.769338
1.375,-0.360616,-0.575526,-0.736431
1.375,-0.401658,-0.399711,-1.07173
1.375,-0.335933,-0.403823,-0.821513
1.375,-0.303071,-0.424111,-0.777786
1.375,-0.26034,-0.369305,-1.03609
1.4375,-0.223934,-0.336766,-0.696209
1.4375,-0.278047,-0.409903,-0.910801
1.4375,-0.340399,-0.475904,-0.926919
1.4375,-0.34752,-0.423003,-0.779235
1.4375,-0.360888,-0.370011,-0.984566
1.4375,-0.308057,-0.405357,-0.845369
1.5,-0.255612,-0.32653,-0.859942
1.5,-0.234031,-0.364067,-0.913805
1.5,-0.264893,-0.459817,-0.805608
1.5,-0.301495,-0.442635,-0.900288
1.5,-0.320135,-0.373068,-0.882884
1.5,-0.319046,-0.373693,-0.863874
1.5625,-0.289383,-0.353579,-0.909897
1.5625,-0.248873,-0.349513,-0.874955
1.5625,-0.242296,-0.409938,-0.862729
1.5625,-0.254142,-0.445615,-0.85244
1.5625,-0.28326,-0.388284,-0.894084
1.5625,-0.303968,-0.359847,-0.886124
1.625,-0.296429,-0.356254,-0.886328
1.625,-0.264522,-0.348179,-0.902244
1.625,-0.237867,-0.390668,-0.884495
1.625,-0.234631,-0.43409,-0.863491
1.625,-0.241815,-0.41046,-0.900651
1.625,-0.261892,-0.349854,-0.883885
1.6875,-0.27927,-0.341318,-0.893709
1.6875,-0.281214,-0.345616,-0.927564
1.6875,-0.256547,-0.374913,-0.899416
1.6875,-0.231669,-0.413417,-0.889484
1.6875,-0.219052,-0.408352,-0.893987
1.6875,-0.227408,-0.365697,-0.884711
1.6875,-0.247935,-0.337959,-0.919712
1.75,-0.263092,-0.337187,-0.915994
1.75,-0.255449,-0.363722,-0.901395
1.75,-0.244738,-0.387112,-0.918366
1.75,-0.220143,-0.40976,-0.884781
1.75,-0.214915,-0.36335,-0.905459
1.75,-0.213755,-0.330457,-0.904874
1.8125,-0.236279,-0.330261,-0.88313
1.8125,-0.250695,-0.353509,-0.930306
1.8125,-0.248466,-0.380484,-0.931924
1.8125,-0.230026,-0.393876,-0.880881
1.8125,-0.20975,-0.360671,-0.927651
1.8125,-0.196102,-0.336326,-0.883635
1.875,-0.208171,-0.320428,-0.886894
1.875,-0.22617,-0.334706,-0.932964
1.875,-0.238959,-0.370356,-0.907892
1.875,-0.240549,-0.384863,-0.90713
1.875,-0.224976,-0.367737,-0.920268
1.875,-0.206331,-0.342699,-0.917082
1.9375,-0.190667,-0.321061,-0.901857
1.9375,-0.189483,-0.326018,-0.898929
1.9375,-0.210297,-0.357951,-0.90558
1.9375,-0.227899,-0.376658,-0.92653
1.9375,-0.235529,-0.364428,-0.93128
1.9375,-0.221249,-0.346755,-0.917384
2,-0.201649,-0.325944,-0.918182
2,-0.185287,-0.324415,-0.909929
2,-0.187033,-0.339174,-0.925719
2,-0.196569,-0.361384,-0.909989
2,-0.210608,-0.356274,-0.927599
2,-0.216234,-0.340792,-0.929644
2,-0.206716,-0.33032,-0.923422
2.0625,-0.192936,-0.316933,-0.931103
2.0625,-0.180368,-0.332291,-0.918046
2.0625,-0.17833,-0.34857,-0.91584
2.0625,-0.187308,-0.346657,-0.942596
2.0625,-0.195693,-0.336815,-0.917828
2.0625,-0.196811,-0.319468,-0.953464
2.125,-0.188512,-0.316097,-0.918822
2.125,-0.17304,-0.330306,-0.920264
2.125,-0.166665,-0.335142,-0.932753
2.125,-0.169155,-0.342766,-0.916088
2.125,-0.17914,-0.32831,-0.941545
2.125,-0.18482,-0.318143,-0.938826
2.1875,-0.184909,-0.316628,-0.924222
2.1875,-0.17115,-0.315632,-0.958026
2.1875,-0.154664,-0.328578,-0.925357
2.1875,-0.139165,-0.340191,-0.906643
2.1875,-0.142102,-0.327685,-0.961651
2.1875,-0.146866,-0.344417,-0.913876
2.25,-0.154665,-0.326793,-0.949563
2.25,-0.149956,-0.324361,-0.94208
2.25,-0.144958,-0.324454,-0.91071
2.25,-0.126549,-0.324444,-0.975434
2.25,-0.108687,-0.351411,-0.915321
2.25,-0.0825154,-0.371124,-0.973328
2.3125,-0.0582039,-0.368781,-0.98446
2.3125,-0.0423518,-0.362413,-0.850145
2.3125,-0.0675969,-0.304996,-0.941782
2.3125,-0.101066,-0.324303,-0.969997
2.3125,-0.112036,-0.37824,-0.965161
2.3125,-0.0691945,-0.415303,-1.02429
2.3125,0.000993878,-0.44491,-0.920574
2.375,0.048209,-0.399362,-0.902266
2.375,0.033701,-0.325137,-0.921541
2.375,-0.01043,-0.33334,-0.957359
2.375,-0.0647875,-0.374949,-0.975117
2.375,-0.0708251,-0.437971,-0.945491
2.375,-0.0493754,-0.405298,-0.947006
2.4375,-0.00312975,-0.353661,-0.944933
2.4375,0.0277752,-0.314071,-0.925444
2.4375,0.0370879,-0.331702,-0.911725
2.4375,0.00665127,-0.379939,-0.930567
2.4375,-0.0270107,-0.424767,-0.966275
2.4375,-0.060617,-0.38672,-0.94874
2.5,-0.065635,-0.315268,-0.915768
2.5,-0.0542288,-0.2618,-0.926966
2.5,-0.0398715,-0.261842,-0.904759
2.5,-0.0409707,-0.310392,-0.907995
2.5,-0.0580555,-0.370828,-0.91977
2.5,-0.097388,-0.364632,-0.913813
2.5625,-0.130768,-0.288888,-0.959009
2.5625,-0.138404,-0.239897,-0.951877
2.5625,-0.113857,-0.247012,-0.900332
2.5625,-0.100139,-0.24685,-0.940729
2.5625,-0.0904918,-0.303496,-0.930479
2.5625,-0.109854,-0.301424,-0.949039
2.625,-0.140427,-0.262556,-0.958747
2.625,-0.147134,-0.242841,-0.975987
2.625,-0.1399,-0.251296,-0.961799
2.625,-0.106083,-0.268388,-0.979683
2.625,-0.0778927,-0.297881,-0.947426
2.625,-0.0702774,-0.295518,-0.974623
2.625,-0.0933176,-0.27299,-0.973814
2.6875,-0.121989,-0.263759,-0.970674
2.6875,-0.148659,-0.257887,-0.993707
2.6875,-0.14029,-0.274674,-0.999946
2.6875,-0.106685,-0.292201,-0.982463
2.6875,-0.0765576,-0.29416,-0.969177
2.6875,-0.0631267,-0.280347,-0.96174
2.75,-0.0884587,-0.267102,-0.949977
2.75,-0.119327,-0.260934,-0.983569
2.75,-0.142458,-0.278752,-0.989228
2.75,-0.130463,-0.292408,-0.952151
2.75,-0.111957,-0.265361,-0.995067
2.75,-0.079954,-0.272785,-0.959293
2.8125,-0.0768002,-0.256904,-0.906043
2.8125,-0.0858996,-0.238713,-0.994681
2.8125,-0.107692,-0.275369,-0.940793
2.8125,-0.115161,-0.286579,-0.984425
2.8125,-0.10455,-0.283776,-0.995172
2.8125,-0.0781234,-0.300048,-0.927364
2.875,-0.0556284,-0.248391,-0.987102
2.875,-0.0489175,-0.242726,-0.919258
2.875,-0.0489377,-0.254956,-0.945806
2.875,-0.0738342,-0.27579,-0.978645
2.875,-0.072019,-0.310744,-0.975169
2.875,-0.0730713,-0.292922,-0.958086
2.875,-0.0499751,-0.262693,-0.9759
2.9375,-0.0244325,-0.248313,-0.943276
2.9375,-0.00524405,-0.252216,-0.95191
2.9375,-0.00894295,-0.282402,-0.94138
2.9375,-0.0263825,-0.322138,-0.975816
2.9375,-0.04712,-0.315117,-0.983674
2.9375,-0.0546765,-0.293069,-0.955311
3,-0.0274347,-0.256734,-1.00376
3,-0.00257355,-0.268998,-0.91379
3,0.0243384,-0.27388,-0.970296
3,0.0105568,-0.289152,-0.973398
3,0.00193343,-0.326201,-0.941733
3,-0.0266599,-0.270427,-1.03022
3.0625,-0.0220152,-0.280336,-0.953779
3.0625,-0.00424929,-0.262108,-0.965282
3.0625,0.00935978,-0.250554,-1.00172
3.0625,0.0290895,-0.295483,-0.935252
3.0625,0.0177162,-0.280747,-0.966036
3.0625,0.000786647,-0.254897,-1.00185
3.125,-0.0181358,-0.263653,-0.945718
3.125,-0.0178435,-0.262754,-0.99628
3.125,-0.012345,-0.25199,-0.996058
3.125,0.00722389,-0.273172,-0.943474
3.125,0.0220149,-0.253882,-0.992151
3.125,0.0121852,-0.256133,-0.944502
3.1875,-0.0039828,-0.249878,-0.960859
3.1875,-0.0312551,-0.238737,-1.00587
3.1875,-0.0236467,-0.269178,-0.975577
3.1875,-0.0188874,-0.255246,-0.945847
3.1875,-0.00167243,-0.234074,-1.00002
3.1875,0.00932792,-0.244306,-0.950997
3.1875,0.00335176,-0.237412,-0.949146
3.25,-0.0140666,-0.221798,-1.00163
3.25,-0.025336,-0.261994,-0.951501
3.25,-0.0274017,-0.237609,-1.01071
3.25,-0.0280168,-0.229206,-0.967333
3.25,0.00214079,-0.251899,-0.978384
3.25,-0.0102187,-0.226495,-0.963845
3.3125,-0.00189297,-0.22527,-0.968627
3.3125,-0.0219867,-0.220925,-0.986683
3.3125,-0.0179209,-0.262259,-0.963436
3.3125,-0.0307714,-0.216776,-1.03084
3.3125,-0.0207865,-0.249875,-0.931298
3.3125,-0.018737,-0.207899,-1.009
3.375,-0.0156592,-0.199719,-0.983345
3.375,-0.0100882,-0.218593,-0.926041
3.375,-0.0377629,-0.186643,-1.00357
3.375,-0.0419866,-0.220237,-0.959311
3.375,-0.0672667,-0.183508,-0.988022
3.375,-0.0534675,-0.191997,-0.993042
3.4375,-0.0422672,-0.197341,-0.927373
3.4375,-0.0442995,-0.162375,-0.989174
3.4375,-0.0445044,-0.167845,-0.982851
3.4375,-0.0635038,-0.17982,-0.94646
3.4375,-0.0867292,-0.165199,-0.986623
3.4375,-0.1032,-0.171537,-0.976948
3.5,-0.101681,-0.153038,-0.990871
3.5,-0.0988526,-0.12225,-0.962045
3.5,-0.0790681,-0.124754,-0.979814
3.5,-0.0864109,-0.131431,-0.978204
3.5,-0.101173,-0.148001,-0.966695
3.5,-0.134107,-0.127241,-0.983944
3.5,-0.161501,-0.131427,-0.96526
3.5625,-0.169095,-0.105435,-1.03707
3.5625,-0.160606,-0.137333,-0.961444
3.5625,-0.138085,-0.14354,-0.99226
3.5625,-0.144244,-0.128811,-0.992556
3.5625,-0.147364,-0.125849,-0.965351
3.5625,-0.174678,-0.0815853,-1.00397
3.625,-0.174929,-0.102617,-0.989989
3.625,-0.180653,-0.110009,-0.964474
3.625,-0.17396,-0.122303,-1.01069
3.625,-0.169514,-0.145209,-0.96365
3.625,-0.181815,-0.113799,-0.990779
3.625,-0.176065,-0.0933693,-1.0264
3.6875,-0.17438,-0.123817,-0.930534
3.6875,-0.166031,-0.109333,-1.03432
3.6875,-0.169743,-0.142589,-0.976507
3.6875,-0.167493,-0.13909,-0.974772
3.6875,-0.189892,-0.102993,-1.01863
3.6875,-0.178879,-0.143323,-0.97615
3.75,-0.182539,-0.117852,-1.01113
3.75,-0.173288,-0.131631,-0.998865
3.75,-0.160269,-0.136043,-0.986627
3.75,-0.16214,-0.112524,-1.01355
3.75,-0.15225,-0.107193,-1.00283
3.75,-0.164806,-0.113821,-0.949179
3.8125,-0.170841,-0.0770188,-1.01977
3.8125,-0.176585,-0.0890647,-0.994755
3.8125,-0.158702,-0.11109,-0.993687
3.8125,-0.160808,-0.104323,-0.99442
3.8125,-0.137688,-0.112699,-1.00003
3.8125,-0.150039,-0.0818513,-0.986755
3.8125,-0.151604,-0.0776116,-0.968546
3.875,-0.160746,-0.0677766,-0.996425
3.875,-0.158782,-0.0980272,-0.987107
3.875,-0.154577,-0.0911497,-1.00827
3.875,-0.152803,-0.102293,-0.992534
3.875,-0.146701,-0.0994845,-0.990003
3.875,-0.155387,-0.0635628,-0.999273
3.9375,-0.157599,-0.0593491,-0.981744
3.9375,-0.160494,-0.0998834,-0.950336
3.9375,-0.155053,-0.0860429,-1.07094
3.9375,-0.158153,-0.116626,-0.979387
3.9375,-0.150416,-0.110215,-0.98624
3.9375,-0.158845,-0.0601293,-1.02179
4,-0.15958,-0.0684474,-0.961409
4,-0.15867,-0.0513268,-1.01728
4,-0.148542,-0.0987777,-0.996594
4,-0.147939,-0.122325,-0.987488
4,-0.158324,-0.104827,-1.01709
4,-0.160565,-0.0703384,-1.01964
4.0625,-0.159475,-0.072077,-0.945515
4.0625,-0.14774,-0.0604676,-1.01539
4.0625,-0.144013,-0.0987046,-0.998433
4.0625,-0.134696,-0.137661,-0.971415
4.0625,-0.15764,-0.10013,-1.01533
4.0625,-0.166398,-0.103296,-0.995314
4.0625,-0.168474,-0.0773389,-0.99579
4.125,-0.155979,-0.0798621,-0.969156
4.125,-0.148301,-0.10512,-0.976279
4.125,-0.1363,-0.127942,-1.01271
4.125,-0.146392,-0.118633,-0.975085
4.125,-0.160782,-0.106363,-0.971282
4.125,-0.163865,-0.0836092,-1.02043
4.1875,-0.161955,-0.0923892,-0.959192
4.1875,-0.14876,-0.0897367,-0.997921
4.1875,-0.13246,-0.132494,-0.970949
4.1875,-0.134159,-0.120119,-0.993295
4.1875,-0.148684,-0.0787812,-1.01414
4.1875,-0.145728,-0.102694,-0.96127
4.25,-0.156397,-0.0780823,-0.99899
4.25,-0.145848,-0.0928664,-1.01319
4.25,-0.132623,-0.110883,-0.989167
4.25,-0.128041,-0.112393,-0.993628
4.25,-0.126101,-0.0957336,-1.01261
4.25,-0.134975,-0.0748193,-0.995724
4.3125,-0.136583,-0.0686246,-1.0043
4.3125,-0.134604,-0.0938784,-0.976955
4.3125,-0.137279,-0.0832457,-1.02999
4.3125,-0.125022,-0.102642,-1.00765
4.3125,-0.122635,-0.0932872,-0.991547
4.3125,-0.126952,-0.0705092,-1.00035
4.375,-0.125046,-0.0781862,-1.01543
4.375,-0.124986,-0.0754859,-0.990652
4.375,-0.127014,-0.0811552,-0.986622
4.375,-0.117444,-0.097218,-1.02404
4.375,-0.116068,-0.102636,-0.996051
4.375,-0.1176,-0.0671674,-1.00445
4.375,-0.111718,-0.0817976,-0.970672
4.4375,-0.115549,-0.073021,-1.00145
4.4375,-0.114285,-0.0792918,-1.0127
4.4375,-0.110573,-0.0971942,-0.990887
4.4375,-0.113705,-0.0947255,-0.994023
4.4375,-0.125509,-0.0770848,-0.999778
4.4375,-0.116742,-0.0771179,-0.987298
4.5,-0.120526,-0.0673131,-1.00734
4.5,-0.103116,-0.108573,-0.970869
4.5,-0.10784,-0.0944308,-1.0154
4.5,-0.113582,-0.0868123,-1.01055
4.5,-0.116051,-0.104102,-0.952607
4.5,-0.124532,-0.0534045,-1.03215
4.5625,-0.112334,-0.0893818,-0.997491
4.5625,-0.0945283,-0.104512,-0.989628
4.5625,-0.097603,-0.0921016,-1.00973
4.5625,-0.10479,-0.0992326,-0.983989
4.5625,-0.10786,-0.0819466,-1.01132
4.5625,-0.123047,-0.0583151,-1.00699
4.625,-0.101963,-0.107776,-0.972977
4.625,-0.095592,-0.0954109,-1.0375
4.625,-0.0896479,-0.101575,-1.00452
4.625,-0.0973602,-0.0971757,-0.971898
4.625,-0.101402,-0.0722094,-1.00553
4.625,-0.118712,-0.064878,-1.00804
4.6875,-0.101938,-0.0913366,-0.997256
4.6875,-0.0961462,-0.099139,-1.01173
4.6875,-0.095096,-0.10714,-0.9982
4.6875,-0.0883839,-0.0914219,-1.00366
4.6875,-0.100283,-0.0527667,-1.00836
4.6875,-0.0991195,-0.0801131,-0.960462
4.6875,-0.10072,-0.0720416,-1.02168
4.75,-0.0921294,-0.0848503,-1.02611
4.75,-0.0914298,-0.0974604,-0.984662
4.75,-0.0804427,-0.0824759,-0.995708
4.75,-0.0977406,-0.0490506,-1.01342
4.75,-0.0849996,-0.0682569,-0.981983
4.75,-0.0889463,-0.0586798,-1.01411
4.8125,-0.0844268,-0.0831239,-0.996253
4.8125,-0.0810369,-0.0927894,-1.01689
4.8125,-0.0840702,-0.0660905,-1.01219
4.8125,-0.0997305,-0.0659539,-0.958346
4.8125,-0.102786,-0.048273,-1.00699
4.8125,-0.0910653,-0.0462855,-1.04421
4.875,-0.067298,-0.0924739,-0.989099
4.875,-0.0199544,-0.123565,-1.0206
4.875,-0.017867,-0.0975995,-1.02589
4.875,-0.00961079,-0.0880456,-0.995212
4.875,-0.0197393,-0.0546665,-1.02054
4.875,-0.00291537,-0.0855975,-0.998092
4.9375,0.00949088,-0.111916,-1.01354
4.9375,0.0410959,-0.136619,-1.04628
4.9375,0.049948,-0.137022,-1.0264
4.9375,0.0604855,-0.123143,-0.982913
4.9375,0.0491546,-0.0785409,-1.01572
4.9375,0.0509381,-0.0944886,-1.00343
5,0.0596382,-0.12937,-0.996762
5,0.0691771,-0.14523,-1.00516
5,0.0637292,-0.137995,-1.02224
5,0.0702674,-0.119645,-1.01092
5,0.0570016,-0.0811778,-0.969854
5,0.0560566,-0.0786486,-0.970029
5,0.0571279,-0.0983772,-0.988378
5.0625,0.0461069,-0.105483,-0.983535
5.0625,0.0359379,-0.119169,-0.978637
5.0625,0.0274353,-0.102915,-1.00607
5.0625,0.0167566,-0.0743847,-0.98078
5.0625,0.0109081,-0.0468428,-0.957133
5.0625,0.0219985,-0.0689342,-0.933367
5.125,0.00116341,-0.0699252,-0.963801
5.125,-0.00839026,-0.084309,-0.994996
5.125,-0.0237009,-0.0924783,-0.975399
5.125,-0.0285412,-0.0733056,-0.981406
5.125,-0.0300667,-0.0493964,-0.978941
5.125,-0.0130698,-0.050597,-0.952139
5.1875,-0.0209639,-0.0460794,-0.977012
5.1875,-0.0157623,-0.0865552,-0.970542
5.1875,-0.0315416,-0.0833111,-1.01182
5.1875,-0.0453732,-0.070084,-1.02648
5.1875,-0.0304064,-0.0882442,-0.978124
5.1875,-0.0239692,-0.0489879,-1.00924
5.25,-0.00356394,-0.0632511,-1.01273
5.25,0.00868155,-0.0832646,-0.995694
5.25,0.00287458,-0.0828539,-1.0215
5.25,-0.0153818,-0.0930547,-1.02564
5.25,-0.00651029,-0.0980515,-1.03624
5.25,-0.0185569,-0.0592739,-1.03928
5.25,0.0197628,-0.097114,-0.990764
5.3125,0.0305378,-0.0787416,-1.03944
5.3125,0.0396177,-0.0954299,-1.01084
5.3125,0.0246998,-0.10355,-1.00034
5.3125,0.0150005,-0.101773,-1.01822
5.3125,-0.00336722,-0.0816825,-1.03388
5.3125,0.0157517,-0.0939695,-1.00203
5.375,0.0338949,-0.0883676,-1.00688
5.375,0.0430119,-0.0979806,-0.981301
5.375,0.0398313,-0.100223,-0.986484
5.375,0.0150312,-0.0699833,-0.998405
5.375,0.00698382,-0.0831982,-0.989537
5.375,0.00381613,-0.0906144,-0.983115
5.4375,0.0112562,-0.0756135,-1.0073
5.4375,0.0148591,-0.0818024,-0.968665
5.4375,0.036754,-0.0938282,-0.961715
5.4375,0.00764285,-0.0524128,-0.989646
5.4375,0.00849268,-0.0700559,-0.982875
5.4375,-0.00553422,-0.064024,-0.985134
5.5,-0.00701198,-0.0723528,-0.975229
5.5,-0.010369,-0.0686875,-1.00606
5.5,0.0105872,-0.0782508,-0.988842
5.5,-0.00308767,-0.0559297,-0.979979
5.5,0.00755009,-0.0703844,-0.988217
5.5,-0.00251143,-0.0607929,-1.01215
5.5625,-0.0132251,-0.0603517,-0.990327
5.5625,-0.00710562,-0.0758896,-1.00642
5.5625,-0.00257018,-0.0840861,-1.00605
5.5625,-0.00525543,-0.0624587,-1.02375
5.5625,0.00142944,-0.0577552,-1.00497
5.5625,0.00988641,-0.0665739,-1.00487
5.5625,-0.00698934,-0.0578801,-1.01121
5.625,0.0109281,-0.0792155,-1.02303
5.625,-0.00818321,-0.0673219,-1.01882
5.625,0.00721863,-0.0830092,-1.01311
5.625,0.00110355,-0.0593445,-1.02161
5.625,0.0131958,-0.0634924,-1.00541
5.625,0.00777754,-0.0578974,-1.00972
5.6875,0.026863,-0.0836112,-0.992478
5.6875,0.00334325,-0.0563379,-1.01547
5.6875,0.013378,-0.0682035,-1.00683
5.6875,0.00788222,-0.0656497,-1.00364
5.6875,0.00941738,-0.0671057,-0.989257
5.6875,0.0139659,-0.05853,-1.00693
5.75,0.0208867,-0.0630315,-0.977717
5.75,0.0157305,-0.0510699,-0.999906
5.75,0.0163375,-0.073649,-0.97431
5.75,0.00919947,-0.0594817,-1.00145
5.75,-0.00480855,-0.0513903,-0.991825
5.75,0.0185585,-0.0796085,-0.977635
5.8125,0.00792179,-0.0493521,-0.990492
5.8125,0.0199388,-0.0542283,-0.991323
5.8125,0.0133127,-0.0546663,-0.986487
5.8125,0.0141259,-0.0602634,-0.988845
5.8125,-0.0124363,-0.0546494,-0.980448
5.8125,0.00712076,-0.062456,-1.00876
5.875,-0.00517392,-0.0492925,-1.00793
5.875,0.0222378,-0.0793715,-0.985529
5.875,0.0139303,-0.0480805,-1.01921
5.875,0.011586,-0.0572279,-0.977965
5.875,-0.00456157,-0.0457711,-1.00743
5.875,0.0055254,-0.0686199,-1.00575
5.875,-0.00676891,-0.0597212,-1.01786
5.9375,0.00654399,-0.0600439,-1.02329
5.9375,0.014884,-0.0646732,-1.00231
5.9375,0.00382012,-0.0509719,-0.992944
5.9375,0.0132119,-0.044374,-1.03325
5.9375,0.000889137,-0.0589164,-0.987919
5.9375,0.00388354,-0.0582388,-1.01858
6,0.00329447,-0.0632921,-1.01278
6,0.00980455,-0.0619239,-1.00503
6,-0.00387602,-0.0400336,-1.00896
6,0.0266214,-0.0713289,-1.00009
6,0.00427897,-0.0446122,-0.995942
6,0.0158762,-0.0471792,-1.00545
6.0625,0.00323786,-0.0520476,-0.997306
6.0625,0.00291766,-0.0706478,-0.976881
6.0625,-0.0199684,-0.0373653,-1.03099
6.0625,0.0151706,-0.0591242,-0.992574
6.0625,0.0231508,-0.017155,-1.0202
6.0625,0.0962247,-0.0805239,-0.993791
6.125,0.144955,-0.154457,-0.97801
6.125,0.198534,-0.0658161,-1.25353
6.125,0.258119,-0.110572,-1.00197
6.125,0.145886,-0.162635,-0.494478
6.125,-0.0504737,0.040447,-0.959864
6.125,-0.0663491,0.0906911,-1.55045
6.1875,0.137013,-0.265594,-1.05581
6.1875,0.297048,-0.317299,-0.834653
6.1875,0.332977,-0.142759,-0.90277
6.1875,0.186704,0.0753036,-0.877473
