t,x,y,z
89.5,0.659637,0.215672,-0.604704
89.5625,0.795794,0.24437,-0.626657
89.5625,0.842932,0.452134,-0.700854
89.5625,0.800467,0.502897,-0.790996
89.5625,0.745319,0.56862,-0.879194
89.5625,0.790765,0.664507,-0.969247
89.5625,0.915733,0.676813,-0.952001
89.625,1.14123,0.343216,-0.720586
89.625,1.09549,0.160828,-0.39563
89.625,1.08705,-0.0105068,-0.0537021
89.625,1.17252,-0.129218,0.204646
89.625,1.25702,-0.235173,0.36244
89.625,1.26851,-0.365014,0.428237
89.6875,1.06706,-0.548693,0.68797
89.6875,0.994038,-0.620504,0.672389
89.6875,0.980482,-0.624691,0.639273
89.6875,1.33718,-0.663891,0.542149
89.6875,1.55563,-0.771654,0.647973
89.6875,1.43206,-0.837521,0.909079
89.75,0.859297,-1.0881,1.43641
89.75,0.536827,-1.08442,1.58351
89.75,0.207037,-1.03168,1.46706
89.75,0.0202933,-1.04245,1.23763
89.75,-0.0390612,-1.02493,1.00279
89.75,-0.14988,-1.00032,0.837496
89.75,-3.84083,-1.6198,0.87785
89.8125,1.09844,-0.707977,0.435601
89.8125,0.270178,-1.15069,0.755639
89.8125,-0.709223,-0.820177,1.01364
89.8125,-0.305651,-0.604812,0.928782
89.8125,0.0274727,-0.720173,0.826581
89.8125,-0.208115,-0.742351,0.726542
89.875,-0.0610119,-0.818153,0.808403
89.875,-0.0973294,-0.651589,0.672609
89.875,-0.227631,-0.79819,0.74955
89.875,-0.192212,-0.746851,0.689323
89.875,-0.111334,-0.704209,0.633654
89.875,-0.0621101,-0.709932,0.603648
89.9375,0.0268301,-0.730052,0.643038
89.9375,0.0381333,-0.783739,0.662617
89.9375,0.0536359,-0.831602,0.674525
89.9375,0.0562695,-0.865234,0.685643
89.9375,0.0669102,-0.860688,0.67629
89.9375,0.11499,-0.823954,0.627849
90,0.320233,-0.728603,0.573715
90,0.379789,-0.68166,0.519565
90,0.414969,-0.646569,0.479336
90,0.453511,-0.620319,0.457271
90,0.504978,-0.613764,0.459143
90,0.546877,-0.608869,0.477906
90.0625,0.686599,-0.455699,0.491108
90.0625,0.752832,-0.412321,0.499683
90.0625,0.833389,-0.357508,0.542937
90.0625,0.902679,-0.32017,0.583956
90.0625,0.945096,-0.293342,0.578328
90.0625,0.947779,-0.24192,0.524181
90.0625,0.916794,-0.1857,0.46178
90.125,0.91239,-0.00309712,0.396096
90.125,0.912345,0.0663118,0.365083
90.125,0.926533,0.102657,0.356303
90.125,0.938088,0.116219,0.365159
90.125,0.942776,0.124539,0.36079
90.125,0.937847,0.133555,0.34118
90.1875,0.932011,0.14792,0.340679
90.1875,0.921325,0.133884,0.336485
90.1875,0.905522,0.110515,0.329916
90.1875,0.892186,0.073846,0.322064
90.1875,0.887192,0.0134073,0.329202
90.1875,0.8965,-0.0558213,0.344982
90.25,0.907913,-0.14815,0.413843
90.25,0.939814,-0.202908,0.460903
90.25,0.962265,-0.232852,0.492401
90.25,0.971959,-0.250149,0.514851
90.25,0.951731,-0.283416,0.525245
90.25,0.915716,-0.305804,0.523549
90.3125,0.844155,-0.363648,0.528446
90.3125,0.820311,-0.372929,0.511352
90.3125,0.808719,-0.376998,0.500074
90.3125,0.795044,-0.382884,0.499374
90.3125,0.788706,-0.390812,0.501176
90.3125,0.79359,-0.415597,0.508292
90.375,0.749407,-0.483595,0.541349
90.375,0.733304,-0.50598,0.554922
90.375,0.718462,-0.516114,0.563045
90.375,0.712538,-0.516139,0.565677
90.375,0.713189,-0.514642,0.562751
90.375,0.711301,-0.507257,0.540251
90.375,0.709227,-0.493047,0.517297
90.4375,0.696542,-0.477879,0.514195
90.4375,0.683937,-0.470004,0.502154
90.4375,0.69165,-0.439189,0.45657
90.4375,0.697747,-0.418899,0.40861
90.4375,0.713949,-0.403497,0.376626
90.4375,0.747355,-0.393289,0.366717
90.5,0.799184,-0.375679,0.366323
90.5,0.841172,-0.400263,0.364576
90.5,0.890113,-0.432013,0.370737
90.5,0.949955,-0.462084,0.385991
90.5,1.00102,-0.474671,0.397894
90.5,1.028,-0.462803,0.392278
90.5625,1.06357,-0.386428,0.339855
90.5625,1.04821,-0.361132,0.307856
90.5625,1.03167,-0.337112,0.277529
90.5625,1.03337,-0.309661,0.259337
90.5625,1.02312,-0.28128,0.241974
90.5625,1.00605,-0.259329,0.227499
90.625,1.00459,-0.218499,0.182957
90.625,0.985348,-0.211555,0.161105
90.625,0.974397,-0.194494,0.145103
90.625,0.969648,-0.186649,0.136662
90.625,0.975998,-0.18359,0.136118
90.625,0.991785,-0.196674,0.145517
90.625,1.0017,-0.236896,0.164276
90.6875,1.0286,-0.287222,0.169974
90.6875,1.05835,-0.323065,0.181836
90.6875,1.08154,-0.350424,0.189755
90.6875,1.06971,-0.381639,0.171997
90.6875,1.02566,-0.399051,0.133942
90.6875,0.981237,-0.389453,0.098471
90.75,0.941767,-0.358485,0.0232404
90.75,0.899978,-0.321248,-0.00910629
90.75,0.873503,-0.280923,-0.0367986
90.75,0.860385,-0.24743,-0.0609426
90.75,0.860679,-0.211448,-0.074711
90.75,0.869228,-0.180637,-0.0864335
90.8125,0.876955,-0.175472,-0.102657
90.8125,0.886172,-0.172194,-0.106443
90.8125,0.883846,-0.169413,-0.114282
90.8125,0.875177,-0.169142,-0.119685
90.8125,0.891346,-0.166585,-0.118515
90.8125,0.921314,-0.169306,-0.116793
90.875,0.950378,-0.167246,-0.117031
90.875,0.966103,-0.15739,-0.126006
90.875,0.970125,-0.138298,-0.133211
90.875,0.961054,-0.119731,-0.142369
90.875,0.94862,-0.0949332,-0.150038
90.875,0.942978,-0.065083,-0.156368
90.9375,0.949016,-0.0467383,-0.150423
90.9375,0.958279,-0.048592,-0.154745
90.9375,0.976096,-0.0689983,-0.150208
90.9375,0.995769,-0.109578,-0.139947
90.9375,1.00651,-0.157191,-0.135038
90.9375,1.00287,-0.205572,-0.132547
90.9375,0.962673,-0.247582,-0.143553
91,0.910089,-0.291524,-0.154585
91,0.870196,-0.318913,-0.159621
91,0.843524,-0.330527,-0.1666
91,0.83475,-0.321028,-0.177407
91,0.848533,-0.292246,-0.186442
91,0.882523,-0.264961,-0.190794
91.0625,0.915671,-0.245751,-0.191466
91.0625,0.933616,-0.235945,-0.19673
91.0625,0.936544,-0.234025,-0.205069
91.0625,0.941177,-0.24331,-0.205248
91.0625,0.955975,-0.263254,-0.202021
91.0625,0.975278,-0.294788,-0.203041
91.125,0.975862,-0.338742,-0.204233
91.125,0.969388,-0.363346,-0.204018
91.125,0.963,-0.377506,-0.202955
91.125,0.949556,-0.375087,-0.20906
91.125,0.941937,-0.344938,-0.217312
91.125,0.946865,-0.30411,-0.22379
91.1875,0.951691,-0.242213,-0.246591
91.1875,0.945321,-0.199661,-0.264195
91.1875,0.939193,-0.171375,-0.274875
91.1875,0.930995,-0.161759,-0.28206
91.1875,0.91766,-0.166197,-0.291825
91.1875,0.90087,-0.176877,-0.296523
91.25,0.888165,-0.194072,-0.299503
91.25,0.88598,-0.206954,-0.296751
91.25,0.895854,-0.214109,-0.291013
91.25,0.913361,-0.220652,-0.2835
91.25,0.919536,-0.228392,-0.281203
91.25,0.920389,-0.222222,-0.281927
91.25,0.922662,-0.220702,-0.2738
91.3125,0.933559,-0.22823,-0.265264
91.3125,0.949493,-0.234431,-0.262287
91.3125,0.96067,-0.241678,-0.264358
91.3125,0.968993,-0.247549,-0.268515
91.3125,0.976579,-0.257971,-0.271745
91.3125,0.982128,-0.265555,-0.277045
91.375,0.985376,-0.261074,-0.278245
91.375,0.985749,-0.259085,-0.287375
91.375,0.991455,-0.259908,-0.294095
91.375,0.997243,-0.263036,-0.30246
91.375,0.983311,-0.257799,-0.310633
91.375,0.96035,-0.255573,-0.318223
91.4375,0.946156,-0.254966,-0.32397
91.4375,0.935733,-0.256441,-0.325131
91.4375,0.922183,-0.260622,-0.328945
91.4375,0.907295,-0.257723,-0.335409
91.4375,0.899504,-0.255093,-0.340347
91.4375,0.894038,-0.257792,-0.346899
91.5,0.900358,-0.248872,-0.353855
91.5,0.920234,-0.246536,-0.367982
91.5,0.928684,-0.245268,-0.381973
91.5,0.922744,-0.243021,-0.400649
91.5,0.915643,-0.244909,-0.410143
91.5,0.909294,-0.242551,-0.410443
91.5625,0.902399,-0.232346,-0.415208
91.5625,0.895175,-0.224753,-0.416119
91.5625,0.889414,-0.220677,-0.415259
91.5625,0.881808,-0.216411,-0.416395
91.5625,0.876487,-0.214614,-0.419405
91.5625,0.885777,-0.208354,-0.417014
91.5625,0.906684,-0.206954,-0.41728
91.625,0.923298,-0.191884,-0.421815
91.625,0.933143,-0.182631,-0.432034
91.625,0.943881,-0.173852,-0.436203
91.625,0.959455,-0.159858,-0.447317
91.625,0.991041,-0.154584,-0.456973
91.625,1.0218,-0.154938,-0.465415
91.6875,1.02776,-0.157575,-0.470284
91.6875,1.01833,-0.168814,-0.470826
91.6875,1.0033,-0.185284,-0.462506
91.6875,0.990916,-0.197087,-0.453331
91.6875,0.98758,-0.206474,-0.444933
91.6875,0.983792,-0.219544,-0.436452
91.75,0.971819,-0.242817,-0.429112
91.75,0.964269,-0.253031,-0.419493
91.75,0.95368,-0.264175,-0.406188
91.75,0.929146,-0.267402,-0.398699
91.75,0.896925,-0.257252,-0.395712
91.75,0.879227,-0.249388,-0.390875
91.8125,0.876894,-0.241926,-0.391949
91.8125,0.876081,-0.23422,-0.393707
91.8125,0.876187,-0.229947,-0.401629
91.8125,0.874421,-0.23162,-0.407834
91.8125,0.870704,-0.239881,-0.410459
91.8125,0.871249,-0.247149,-0.412739
91.8125,0.879497,-0.250094,-0.416916
91.875,0.887912,-0.25337,-0.42747
91.875,0.883148,-0.25113,-0.441825
91.875,0.876115,-0.240613,-0.452611
91.875,0.873945,-0.219606,-0.464469
91.875,0.878082,-0.195246,-0.479279
91.875,0.887299,-0.175704,-0.494637
91.9375,0.894683,-0.169657,-0.501267
91.9375,0.888874,-0.176829,-0.510078
91.9375,0.878531,-0.197394,-0.516637
91.9375,0.870536,-0.224982,-0.517223
91.9375,0.862469,-0.252601,-0.519298
91.9375,0.85544,-0.273507,-0.523131
92,0.852014,-0.279705,-0.52958
92,0.843346,-0.280064,-0.531423
92,0.824415,-0.277503,-0.531058
92,0.804805,-0.273132,-0.532613
92,0.794485,-0.270049,-0.533954
92,0.791587,-0.269383,-0.539216
92.0625,0.791951,-0.264444,-0.548163
92.0625,0.786878,-0.265677,-0.559328
92.0625,0.776588,-0.264588,-0.569615
92.0625,0.769323,-0.263914,-0.587318
92.0625,0.770825,-0.265961,-0.608011
92.0625,0.774613,-0.277555,-0.630906
92.125,0.785913,-0.284681,-0.649464
92.125,0.799295,-0.287875,-0.669483
92.125,0.807448,-0.279856,-0.690845
92.125,0.805541,-0.267337,-0.704156
92.125,0.786736,-0.242189,-0.707123
92.125,0.749002,-0.215787,-0.703707
92.125,0.717433,-0.20233,-0.697676
92.1875,0.697262,-0.192104,-0.693763
92.1875,0.689091,-0.191181,-0.69129
92.1875,0.68636,-0.19005,-0.693079
92.1875,0.673222,-0.19307,-0.691731
92.1875,0.65715,-0.200033,-0.689642
92.1875,0.64546,-0.211106,-0.69014
92.25,0.638728,-0.218788,-0.698354
92.25,0.630054,-0.222286,-0.704159
92.25,0.625064,-0.214182,-0.711919
92.25,0.626089,-0.201888,-0.723176
92.25,0.632949,-0.196788,-0.73288
92.25,0.637824,-0.193626,-0.740566
92.3125,0.640118,-0.17504,-0.748114
92.3125,0.637205,-0.17396,-0.755233
92.3125,0.633044,-0.180743,-0.760769
92.3125,0.633156,-0.188456,-0.769474
92.3125,0.639217,-0.197202,-0.781707
92.3125,0.649975,-0.206603,-0.794214
92.375,0.650287,-0.174855,-0.805532
92.375,0.641024,-0.156982,-0.808304
92.375,0.626768,-0.133052,-0.808102
92.375,0.614418,-0.102066,-0.800188
92.375,0.598426,-0.0688654,-0.794553
92.375,0.578323,-0.0448871,-0.788443
92.4375,0.559046,-0.0116121,-0.779568
92.4375,0.54854,-0.00975566,-0.775352
92.4375,0.550349,-0.0171337,-0.774205
92.4375,0.557868,-0.0230385,-0.773905
92.4375,0.565464,-0.0246714,-0.773081
92.4375,0.565951,-0.0299775,-0.768534
92.4375,0.562793,-0.0375712,-0.76653
92.5,0.550693,-0.0533515,-0.76448
92.5,0.549673,-0.0770103,-0.756673
92.5,0.550039,-0.109441,-0.746223
92.5,0.540155,-0.131298,-0.740297
92.5,0.533679,-0.146211,-0.740038
92.5,0.54132,-0.164574,-0.741453
92.5625,0.577215,-0.14524,-0.74232
92.5625,0.604331,-0.147143,-0.761984
92.5625,0.645479,-0.141883,-0.78625
92.5625,0.696292,-0.138627,-0.814815
92.5625,0.753595,-0.126599,-0.839008
92.5625,0.805892,-0.122365,-0.860968
92.625,0.860904,-0.101322,-0.863152
92.625,0.900176,-0.0957743,-0.870195
92.625,0.916848,-0.0800187,-0.857351
92.625,0.894599,-0.0510973,-0.833217
92.625,0.845379,-0.021128,-0.799919
92.625,0.796234,0.0123936,-0.767212
92.6875,0.758474,0.0190284,-0.754701
92.6875,0.731796,0.0243974,-0.743528
92.6875,0.701374,0.0235934,-0.735039
92.6875,0.678229,0.00936368,-0.729276
92.6875,0.656839,-0.00947484,-0.727375
92.6875,0.639028,-0.0258377,-0.739417
92.75,0.623792,-0.0515156,-0.750045
92.75,0.614566,-0.0437159,-0.765014
92.75,0.604812,-0.0182214,-0.784061
92.75,0.593038,0.0110603,-0.798449
92.75,0.576691,0.0438602,-0.806516
92.75,0.558945,0.0695494,-0.820681
92.75,0.544911,0.0916531,-0.837505
92.8125,0.543264,0.106783,-0.845971
92.8125,0.525709,0.117841,-0.860878
92.8125,0.50451,0.119654,-0.873938
92.8125,0.48852,0.109754,-0.88672
92.8125,0.468167,0.102416,-0.898968
92.8125,0.410527,0.11248,-0.91984
92.875,0.314887,0.128283,-0.961563
92.875,0.191117,0.15028,-1.02163
92.875,0.107845,0.149654,-1.08247
92.875,0.106211,0.1171,-1.12675
92.875,0.201929,0.0651069,-1.14085
92.875,0.353544,0.0174942,-1.11848
92.9375,0.482466,-0.0109181,-1.08262
92.9375,0.563632,0.0143725,-1.04458
92.9375,0.595696,0.0660941,-1.00305
92.9375,0.598225,0.116178,-0.961767
92.9375,0.594854,0.14848,-0.922016
92.9375,0.579513,0.158117,-0.891619
93,0.538004,0.146283,-0.879712
93,0.519639,0.11999,-0.866593
93,0.505081,0.0723148,-0.854723
93,0.492822,0.0179818,-0.84559
93,0.479998,-0.0315566,-0.835763
93,0.454886,-0.0715013,-0.827547
93,0.425811,-0.0988424,-0.818247
93.0625,0.385785,-0.140922,-0.816819
93.0625,0.361197,-0.152244,-0.815327
93.0625,0.338858,-0.153908,-0.816338
93.0625,0.316912,-0.144326,-0.821292
93.0625,0.287591,-0.129967,-0.825749
93.0625,0.26621,-0.120072,-0.83126
93.125,0.247074,-0.121251,-0.83442
93.125,0.241537,-0.106477,-0.842486
93.125,0.245849,-0.0988569,-0.854051
93.125,0.260946,-0.0956396,-0.864571
93.125,0.291396,-0.0887572,-0.881317
93.125,0.324252,-0.0830205,-0.896212
93.1875,0.345637,-0.0979834,-0.904412
93.1875,0.359001,-0.103255,-0.908215
93.1875,0.378177,-0.113784,-0.908273
93.1875,0.382948,-0.11949,-0.91034
93.1875,0.367314,-0.130417,-0.913163
93.1875,0.34864,-0.142602,-0.910326
93.25,0.331857,-0.164612,-0.908539
93.25,0.31077,-0.169466,-0.90327
93.25,0.290608,-0.179828,-0.899461
93.25,0.279776,-0.187172,-0.902983
93.25,0.276386,-0.193576,-0.902446
93.25,0.275077,-0.200802,-0.898204
93.3125,0.279029,-0.197985,-0.895193
93.3125,0.290292,-0.185992,-0.895203
93.3125,0.303072,-0.16363,-0.89721
93.3125,0.321632,-0.144837,-0.906903
93.3125,0.342893,-0.133795,-0.91514
93.3125,0.356633,-0.133788,-0.922544
93.3125,0.358204,-0.142254,-0.932232
93.375,0.358841,-0.143304,-0.933424
93.375,0.353703,-0.150742,-0.926467
93.375,0.339573,-0.152636,-0.920856
93.375,0.329738,-0.154087,-0.918828
93.375,0.33336,-0.152061,-0.923579
93.375,0.340117,-0.141961,-0.93294
93.4375,0.348222,-0.131531,-0.944393
93.4375,0.3468,-0.122285,-0.947536
93.4375,0.334203,-0.115053,-0.942705
93.4375,0.316236,-0.108445,-0.935407
93.4375,0.303796,-0.0957178,-0.930714
93.4375,0.301231,-0.0794099,-0.930355
93.5,0.300649,-0.0598422,-0.926472
93.5,0.288734,-0.0423061,-0.915228
93.5,0.278689,-0.0242056,-0.905847
93.5,0.282762,-0.00943974,-0.90517
93.5,0.296381,-0.00281925,-0.908025
93.5,0.303721,-0.0028588,-0.910777
93.5625,0.305332,-0.0164832,-0.912025
93.5625,0.311922,-0.0488251,-0.918208
93.5625,0.314734,-0.086033,-0.925479
93.5625,0.311287,-0.118742,-0.931767
93.5625,0.302804,-0.124063,-0.949227
93.5625,0.31365,-0.127123,-0.976783
93.625,0.339288,-0.16247,-0.994012
93.625,0.34933,-0.177155,-1.02134
93.625,0.373088,-0.221718,-1.04832
93.625,0.384844,-0.286837,-1.06918
93.625,0.385975,-0.358231,-1.06837
93.625,0.374678,-0.410381,-1.04679
93.625,0.348606,-0.405902,-1.01296
93.6875,0.318646,-0.348393,-0.97983
93.6875,0.29933,-0.285747,-0.943675
93.6875,0.282071,-0.232809,-0.910668
93.6875,0.269346,-0.180658,-0.888911
93.6875,0.260273,-0.131968,-0.882364
93.6875,0.255093,-0.0938921,-0.879787
93.75,0.252408,-0.0587408,-0.886016
93.75,0.251046,-0.0440619,-0.897081
93.75,0.244998,-0.0305956,-0.90855
93.75,0.237662,-0.0243025,-0.917495
93.75,0.226229,-0.0272784,-0.92307
93.75,0.212848,-0.0349659,-0.92297
93.8125,0.20694,-0.0508017,-0.925232
93.8125,0.209897,-0.0618708,-0.927826
93.8125,0.211574,-0.0644257,-0.93003
93.8125,0.211226,-0.0677551,-0.929385
93.8125,0.222317,-0.0727577,-0.933981
93.8125,0.242742,-0.0724059,-0.947929
93.875,0.258267,-0.0621154,-0.96017
93.875,0.264283,-0.04581,-0.981058
93.875,0.276014,-0.0337955,-1.01083
93.875,0.28958,-0.0250143,-1.04353
93.875,0.29751,-0.0135096,-1.0676
93.875,0.300891,-0.0132497,-1.07896
93.9375,0.303094,-0.0325557,-1.0814
93.9375,0.303389,-0.050481,-1.07178
93.9375,0.304587,-0.0582867,-1.05916
93.9375,0.303458,-0.0607047,-1.04342
93.9375,0.291542,-0.0531906,-1.02152
93.9375,0.270701,-0.0437818,-0.996844
93.9375,0.261311,-0.0405931,-0.977886
94,0.256052,-0.0455794,-0.962935
94,0.253874,-0.0483271,-0.955267
94,0.242317,-0.0588121,-0.946959
94,0.230243,-0.0644209,-0.94768
94,0.237342,-0.0703687,-0.951316
94,0.245324,-0.0686997,-0.964764
94.0625,0.253928,-0.0711946,-0.983418
94.0625,0.258361,-0.0730399,-0.996718
94.0625,0.258139,-0.0736524,-1.00427
94.0625,0.251907,-0.0730771,-1.00688
94.0625,0.255281,-0.0750991,-1.01113
94.0625,0.26795,-0.0883387,-1.01724
94.125,0.267322,-0.0795758,-1.02179
94.125,0.274595,-0.070049,-1.02477
94.125,0.288025,-0.0598796,-1.03446
94.125,0.286174,-0.0388275,-1.03883
94.125,0.276337,-0.0155303,-1.02845
94.125,0.260962,0.00117454,-1.00777
94.1875,0.24074,0.0175661,-0.993571
94.1875,0.22869,0.0290414,-0.979546
94.1875,0.221946,0.0390332,-0.973695
94.1875,0.212093,0.040691,-0.959443
94.1875,0.204111,0.037543,-0.949194
94.1875,0.203048,0.0295614,-0.951237
94.1875,0.20713,0.0241585,-0.957358
94.25,0.204316,0.0191096,-0.961828
94.25,0.200759,0.00756016,-0.968454
94.25,0.192027,-0.00337756,-0.979383
94.25,0.183292,-0.00635444,-0.990148
94.25,0.177804,-0.00287217,-1.00522
94.25,0.177026,0.00580084,-1.02139
94.3125,0.165382,0.0276007,-1.03684
94.3125,0.154154,0.0392015,-1.05066
94.3125,0.149902,0.0441249,-1.06334
94.3125,0.147919,0.0478593,-1.07244
94.3125,0.144356,0.046008,-1.07624
94.3125,0.14103,0.0460158,-1.07674
94.375,0.13457,0.0337086,-1.07597
94.375,0.130031,0.0210149,-1.0685
94.375,0.123371,0.0131654,-1.05666
94.375,0.119023,0.00768058,-1.04468
94.375,0.124523,-0.000768617,-1.03523
94.375,0.124838,-0.0118081,-1.02419
94.4375,0.114071,-0.0459324,-1.00279
94.4375,0.109598,-0.0442723,-0.979296
94.4375,0.115512,-0.0502844,-0.965871
94.4375,0.10861,-0.065474,-0.952102
94.4375,0.0952383,-0.0781887,-0.935642
94.4375,0.0888218,-0.0931138,-0.921688
94.5,0.085329,-0.130167,-0.914658
94.5,0.0798579,-0.139429,-0.920515
94.5,0.0692746,-0.152561,-0.9328
94.5,0.0711751,-0.175562,-0.955238
94.5,0.0936519,-0.202046,-0.982218
94.5,0.128375,-0.229079,-1.01009
94.5,0.145107,-0.23791,-1.02956
94.5625,0.140114,-0.241119,-1.04219
94.5625,0.141186,-0.225495,-1.04124
94.5625,0.131281,-0.202399,-1.03094
94.5625,0.115459,-0.17053,-1.01528
94.5625,0.100565,-0.142339,-0.999323
94.5625,0.0866067,-0.127874,-0.986751
94.625,0.0771995,-0.131761,-0.973856
94.625,0.0707397,-0.127431,-0.965198
94.625,0.063519,-0.128209,-0.956481
94.625,0.0620182,-0.132439,-0.957597
94.625,0.0614065,-0.132003,-0.966135
94.625,0.0638174,-0.129845,-0.978459
94.6875,0.0727,-0.126119,-1.00129
94.6875,0.0733367,-0.124022,-1.02056
94.6875,0.065215,-0.126161,-1.03514
94.6875,0.0600191,-0.132817,-1.03918
94.6875,0.0708175,-0.1465,-1.04535
94.6875,0.0868692,-0.155262,-1.0535
94.75,0.109309,-0.149364,-1.0658
94.75,0.124647,-0.125838,-1.07382
94.75,0.124328,-0.107156,-1.07448
94.75,0.117416,-0.089986,-1.07065
94.75,0.115831,-0.0737841,-1.062
94.75,0.111198,-0.0698896,-1.06055
94.8125,0.108358,-0.0825092,-1.058
94.8125,0.112678,-0.0874709,-1.05283
94.8125,0.112345,-0.0886368,-1.04421
94.8125,0.104262,-0.0829948,-1.03423
94.8125,0.105014,-0.0645031,-1.03692
94.8125,0.112339,-0.0444174,-1.04274
94.8125,0.123861,-0.0313006,-1.04562
94.875,0.116593,-0.0303931,-1.04534
94.875,0.107963,-0.0316594,-1.04667
94.875,0.109349,-0.0426336,-1.03874
94.875,0.110649,-0.0570457,-1.03125
94.875,0.105917,-0.0791536,-1.02919
94.875,0.112042,-0.100887,-1.03399
94.9375,0.123909,-0.120206,-1.04227
94.9375,0.128783,-0.127595,-1.04745
94.9375,0.130015,-0.123687,-1.04299
94.9375,0.135443,-0.116805,-1.03781
94.9375,0.136808,-0.108323,-1.03657
94.9375,0.138151,-0.10604,-1.03198
95,0.129385,-0.105988,-1.02934
95,0.119269,-0.108491,-1.02344
95,0.110192,-0.119399,-1.01446
95,0.10856,-0.129822,-1.0051
95,0.104723,-0.139602,-1.00068
95,0.112471,-0.14884,-0.99965
95.0625,0.127836,-0.153445,-1.00913
95.0625,0.142617,-0.141434,-1.0151
95.0625,0.144944,-0.116788,-1.01734
95.0625,0.135854,-0.0907197,-1.02152
95.0625,0.112694,-0.0706357,-1.02624
95.0625,0.0933848,-0.0578176,-1.02681
95.125,0.0702761,-0.0610643,-1.02897
95.125,0.0680495,-0.0654277,-1.02875
95.125,0.0714128,-0.0730555,-1.02862
95.125,0.0792964,-0.0791553,-1.03197
95.125,0.0872295,-0.0878116,-1.04171
95.125,0.0942886,-0.0895093,-1.05221
95.125,0.0901394,-0.0842261,-1.06146
95.1875,0.0706471,-0.0802095,-1.07058
95.1875,0.0587898,-0.0707577,-1.07289
95.1875,0.0513101,-0.0636835,-1.0704
95.1875,0.0475277,-0.0582132,-1.06619
95.1875,0.0431976,-0.0584668,-1.06044
95.1875,0.0421278,-0.0674901,-1.05671
95.25,0.0474903,-0.088065,-1.0498
95.25,0.081647,-0.0961577,-1.0441
95.25,0.114577,-0.102455,-1.04291
95.25,0.12525,-0.105303,-1.03889
95.25,0.118835,-0.102818,-1.03882
95.25,0.104467,-0.0870407,-1.03438
95.3125,0.0679604,-0.0725811,-1.0218
95.3125,0.0583545,-0.0541395,-1.009
95.3125,0.0561227,-0.0402275,-0.997538
95.3125,0.0548935,-0.0399085,-0.984481
95.3125,0.0557725,-0.04201,-0.974702
95.3125,0.0622787,-0.0490411,-0.958049
95.375,0.0619452,-0.0722048,-0.937218
95.375,0.0670875,-0.0899421,-0.922348
95.375,0.0721815,-0.0940527,-0.917077
95.375,0.0777222,-0.0926786,-0.924421
95.375,0.0824242,-0.0900746,-0.929721
95.375,0.0680772,-0.0860554,-0.922506
95.375,0.0378781,-0.0839417,-0.91792
95.4375,0.0171594,-0.0823151,-0.928176
95.4375,0.00831175,-0.0847374,-0.938943
95.4375,0.0157098,-0.0944363,-0.956271
95.4375,0.0328785,-0.101851,-0.971314
95.4375,0.0427878,-0.11099,-0.988114
95.4375,0.0474732,-0.117061,-1.0075
95.5,0.059438,-0.124557,-1.02392
95.5,0.0650194,-0.129334,-1.03828
95.5,0.0655048,-0.132827,-1.05113
95.5,0.0653664,-0.140232,-1.06002
95.5,0.0722123,-0.147224,-1.07051
95.5,0.0776221,-0.157136,-1.07586
95.5625,0.0824864,-0.170106,-1.07536
95.5625,0.0870527,-0.169132,-1.07076
95.5625,0.0837235,-0.17334,-1.06285
95.5625,0.0708491,-0.163725,-1.05085
95.5625,0.0582196,-0.147071,-1.04517
95.5625,0.0591969,-0.133658,-1.0472
95.625,0.04729,-0.135778,-1.04625
95.625,0.0485559,-0.137454,-1.03781
95.625,0.0442954,-0.141522,-1.01762
95.625,0.0438881,-0.147693,-0.997138
95.625,0.0412608,-0.153996,-0.974715
95.625,0.0368042,-0.162225,-0.962945
95.6875,0.0324852,-0.177886,-0.959055
95.6875,0.0367712,-0.182476,-0.959444
95.6875,0.0334362,-0.187838,-0.954161
95.6875,0.0195945,-0.190274,-0.953242
95.6875,0.0109267,-0.184701,-0.957474
95.6875,0.00720042,-0.173398,-0.967038
95.6875,0.0076194,-0.166215,-0.981541
95.75,0.0216096,-0.165006,-0.996913
95.75,0.0369215,-0.164349,-1.01176
95.75,0.0488084,-0.156464,-1.02646
95.75,0.0560822,-0.141421,-1.0493
95.75,0.0516672,-0.127967,-1.06457
95.75,0.0388346,-0.115774,-1.07921
95.8125,0.0305081,-0.112921,-1.07928
95.8125,0.0278508,-0.120104,-1.06438
95.8125,0.0171893,-0.139957,-1.04169
95.8125,0.00621498,-0.162496,-1.01677
95.8125,0.0134193,-0.175486,-0.995948
95.8125,0.0342724,-0.176629,-0.990394
95.875,0.0522946,-0.172996,-0.992529
95.875,0.0603779,-0.165171,-0.996922
95.875,0.0471388,-0.162759,-0.994465
95.875,0.0321787,-0.165631,-0.98784
95.875,0.0305848,-0.171696,-0.989453
95.875,0.0403139,-0.175696,-0.994401
95.9375,0.0427315,-0.178784,-1.00397
95.9375,0.0426665,-0.179652,-1.01086
95.9375,0.0355649,-0.179895,-1.00955
95.9375,0.0301951,-0.178567,-1.00703
95.9375,0.0329095,-0.17435,-1.00279
95.9375,0.0293612,-0.173603,-0.99434
96,0.0167133,-0.182578,-0.989199
96,0.00773009,-0.192512,-0.980687
96,-0.00610539,-0.197605,-0.970451
96,-0.013405,-0.195018,-0.962822
96,-0.0198365,-0.180865,-0.965534
96,-0.0358801,-0.164382,-0.964277
96,-0.0556619,-0.154641,-0.96145
96.0625,-0.0802671,-0.152792,-0.958294
